ID,rating
515,3.3446372
516,3.1542184
517,4.0928545
518,2.9353957
519,2.5344086
520,2.8318062
521,4.211912
522,4.4234285
523,3.9627702
524,3.1822777
525,3.2262163
526,4.4547186
527,4.643897
528,3.8494227
529,3.5873132
530,3.0994632
531,3.1231337
532,3.4212136
533,2.6186652
534,3.74095
535,4.0290413
536,3.998469
537,3.8207579
538,4.0885363
539,3.359705
540,4.097926
541,3.7199154
542,3.074217
543,3.3889282
544,4.196922
545,2.8753498
546,3.8523736
547,3.0509436
548,3.8882926
549,3.3696697
550,3.413742
551,2.9289317
552,2.021964
553,3.8256674
554,3.8812659
555,3.6774228
556,3.4658587
557,2.8414743
558,3.878184
559,4.4111176
560,3.9382508
561,4.013149
562,3.1837056
563,4.033347
564,4.816334
565,2.3036299
566,3.10235
567,2.3614457
568,3.1070895
569,2.8511186
570,2.792986
571,4.7372265
572,3.7368276
573,3.3328578
574,3.865166
575,3.442189
576,3.4608842
577,2.7656612
578,3.1846333
579,4.4416537
580,2.9561267
581,3.903164
582,4.2622056
583,4.075759
584,3.3812745
585,3.6505196
586,3.3430035
587,2.6081643
588,3.8613892
589,2.071983
590,3.2714539
591,2.223028
592,4.5195165
593,3.1579278
594,3.546618
595,1.9492525
596,3.7547162
597,3.2218735
598,3.941024
599,3.7143195
600,4.2491984
601,2.7686107
602,1.5731558
603,4.000983
604,3.3330824
605,2.2707565
606,3.3181262
607,3.3234801
608,3.2994049
609,3.5911858
610,4.426659
611,4.152901
612,3.6835794
613,3.5601559
614,3.6131344
615,3.3258805
616,4.066892
617,3.0032415
618,3.5593836
619,2.5059476
620,2.9990392
621,3.3956583
622,4.912805
623,4.0824537
624,4.4497194
625,3.0149891
626,3.5678136
627,2.7871642
628,4.132389
629,3.7825732
630,5.3054104
631,4.8792763
632,3.640751
633,4.537964
634,3.3985796
635,4.4155293
636,1.491208
637,3.1715863
638,1.9340192
639,2.9596386
640,3.5701752
641,3.3291318
642,3.734933
643,3.9515774
644,4.1151605
645,3.605053
646,2.2644777
647,4.773376
648,4.4432273
649,3.1266901
650,3.772827
651,3.9624631
652,3.2067294
653,3.3525991
654,3.6789927
655,3.148952
656,3.283552
657,4.0047865
658,3.6311965
659,3.6143131
660,3.4219365
661,3.1126103
662,4.034848
663,3.2994514
664,3.644308
665,3.586577
666,3.0222912
667,3.3712585
668,2.647756
669,4.5814457
670,3.844507
671,3.8343189
672,3.5731483
673,3.0192676
674,4.032516
675,2.7924888
676,2.6938026
677,4.2730947
678,3.729361
679,3.4185557
680,3.5304308
681,3.2728631
682,4.2377267
683,3.5690048
684,4.2209415
685,4.5356364
686,1.9445934
687,3.8069687
688,4.434299
689,4.429653
690,4.46534
691,4.716902
692,2.9565048
693,3.6613162
694,3.215234
695,4.685827
696,4.004527
697,2.019088
698,4.578222
699,5.441144
700,4.2925963
701,3.104424
702,2.3878834
703,4.1784096
704,3.6027675
705,3.9905279
706,4.30925
707,2.9968133
708,3.207698
709,2.4071133
710,2.6600144
711,3.365615
712,4.575992
713,3.327841
714,3.875873
715,3.7464223
716,4.3689675
717,2.3215394
718,3.5338366
719,3.8523495
720,4.295184
721,3.1649609
722,2.4597151
723,2.8078454
724,3.8460586
725,3.5823104
726,3.1403668
727,2.8755608
728,3.080757
729,2.3795002
730,4.272091
731,4.6475897
732,3.9162333
733,4.164055
734,2.8486745
735,4.2468634
736,3.9833171
737,3.6206496
738,4.434993
739,3.8793538
740,3.6159377
741,3.6242282
742,3.4555607
743,1.7447544
744,3.9629247
745,3.9770966
746,3.5612564
747,2.725635
748,3.772734
749,3.724103
750,3.6454806
751,2.874421
752,2.302245
753,2.8331327
754,3.7532883
755,4.1987076
756,2.2860436
757,3.1435266
758,2.2885349
759,2.9543676
760,3.676856
761,4.428624
762,3.804106
763,2.9773757
764,3.7932835
765,4.5175967
766,3.5648897
767,3.5909274
768,4.7291374
769,3.7979145
770,3.8243651
771,3.1501079
772,3.746887
773,3.638275
774,3.5408232
775,3.9507942
776,3.3173795
777,2.4852417
778,4.077849
779,2.934594
780,2.0194514
781,3.695776
782,2.4039474
783,2.6113374
784,2.4933589
785,3.7697263
786,3.048011
787,2.1395826
788,2.6746023
789,4.2590446
790,2.613671
791,2.9935985
792,4.1812215
793,3.3503332
794,4.285426
795,3.7709484
796,2.133977
797,3.050176
798,3.0762017
799,4.5176816
800,2.328038
801,2.6776323
802,3.5841832
803,3.4101565
804,3.8467927
805,1.8931228
806,3.4738715
807,4.348504
808,2.1703572
809,4.086015
810,3.3081093
811,1.72196
812,3.4462745
813,0.9624282
814,2.7540462
815,3.385672
816,4.0605388
817,3.07003
818,4.7839937
819,4.22018
820,3.9535577
821,3.8198924
822,3.6202717
823,3.4610853
824,2.817442
825,2.452291
826,3.4946766
827,3.376365
828,0.74873096
829,4.5779095
830,2.7905028
831,3.2230868
832,2.976339
833,4.0424447
834,1.4376888
835,4.567018
836,3.2776115
837,2.2236094
838,3.619308
839,3.9480913
840,4.028815
841,3.580386
842,2.9730785
843,3.5069208
844,3.5919888
845,3.3879967
846,3.8092701
847,3.4901452
848,3.6719434
849,3.6043866
850,3.54714
851,4.1245456
852,3.4926045
853,3.1039536
854,2.5517545
855,1.581099
856,2.315276
857,1.8921378
858,3.9670317
859,4.068995
860,3.6340399
861,3.3917103
862,3.8263874
863,4.21501
864,4.30842
865,2.8331728
866,4.1532173
867,4.9593315
868,4.5392838
869,2.2446651
870,3.7514832
871,3.5220182
872,3.5023463
873,2.7019308
874,3.7815325
875,3.7619028
876,3.1752214
877,3.0535784
878,3.847199
879,2.8398094
880,3.190404
881,4.5826945
882,3.5383387
883,3.4109635
884,2.0192506
885,1.321537
886,2.7017715
887,2.6336849
888,2.2626503
889,3.239852
890,2.1901648
891,3.0348654
892,2.8228087
893,4.0258064
894,3.9600766
895,3.9392788
896,2.814564
897,3.0189598
898,3.4597251
899,3.880037
900,3.6289551
901,3.8453248
902,2.4195058
903,2.7828195
904,3.5863833
905,3.351554
906,2.4359055
907,2.9399145
908,4.496145
909,3.2275252
910,4.4688387
911,4.234679
912,4.3768415
913,3.4174259
914,2.9788003
915,3.3635566
916,3.436978
917,3.9196765
918,3.0964627
919,3.7189014
920,3.3274775
921,3.6589122
922,4.1185513
923,2.84826
924,4.2711287
925,3.548333
926,3.4619994
927,2.5980535
928,4.181648
929,2.5213559
930,2.911055
931,4.243802
932,4.104464
933,4.2610755
934,2.8551118
935,2.676805
936,2.467906
937,1.7967993
938,1.7072337
939,2.830812
940,4.427155
941,3.7930403
942,3.414416
943,3.282808
944,3.7868433
945,3.9968426
946,2.8416297
947,3.8504155
948,4.281364
949,2.8513694
950,4.018514
951,3.6745822
952,2.249606
953,3.5952518
954,3.4979587
955,2.754885
956,3.892139
957,1.9857112
958,4.079671
959,3.0613508
960,2.880513
961,3.5725935
962,3.8126526
963,1.6949927
964,3.82684
965,4.147385
966,2.1966145
967,4.4738913
968,3.7739909
969,3.8179417
970,4.039277
971,3.7736187
972,4.0755754
973,3.7562454
974,3.2772079
975,4.2276506
976,4.4884157
977,4.4613557
978,2.305178
979,1.1737782
980,1.940357
981,2.6034768
982,4.313308
983,2.4251838
984,1.7862115
985,2.431903
986,4.120443
987,2.5682864
988,3.1201653
989,3.8608403
990,2.9067492
991,2.476765
992,3.680386
993,4.534553
994,3.4384158
995,1.8528721
996,3.3242416
997,3.956584
998,4.341716
999,4.0752163
1000,4.9027393
1001,2.0844996
1002,2.2017772
1003,3.7842188
1004,2.816035
1005,3.876921
1006,3.3571534
1007,3.2534726
1008,2.627632
1009,3.8295064
1010,4.4064693
1011,4.254368
1012,4.285504
1013,3.5961835
1014,4.204867
1015,4.2375226
1016,4.745292
1017,4.648756
1018,3.9880526
1019,3.711322
1020,2.3771179
1021,3.2294638
1022,3.9805424
1023,4.8484845
1024,3.6138053
1025,3.8887095
1026,4.4553046
1027,3.3692093
1028,0.37137082
1029,4.0511703
1030,2.266356
1031,4.04835
1032,3.869945
1033,2.8903697
1034,3.7206283
1035,4.252529
1036,3.8882153
1037,3.6877263
1038,3.551723
1039,3.6331346
1040,4.5558667
1041,3.309063
1042,4.843368
1043,1.809052
1044,2.7441926
1045,3.8374417
1046,3.5999815
1047,2.9609683
1048,3.6901536
1049,2.8339562
1050,4.653843
1051,3.3500211
1052,4.591589
1053,3.2755618
1054,3.7349799
1055,3.53657
1056,4.522208
1057,3.9688146
1058,3.4581187
1059,3.4629488
1060,3.7885711
1061,2.786815
1062,2.4717093
1063,3.0884678
1064,4.1226616
1065,4.04249
1066,3.6691537
1067,3.5429769
1068,2.6599169
1069,2.4856954
1070,3.8062847
1071,3.696679
1072,1.4981444
1073,2.9119163
1074,4.018989
1075,4.3319826
1076,2.944666
1077,2.859936
1078,3.6563518
1079,4.054946
1080,3.6968422
1081,4.1762633
1082,2.8247976
1083,3.6024275
1084,1.1766787
1085,3.6927643
1086,4.2979875
1087,4.4187036
1088,4.7080526
1089,2.522284
1090,4.61008
1091,0.5694358
1092,3.1863706
1093,2.5476706
1094,3.4923892
1095,3.6477702
1096,4.5158224
1097,3.763925
1098,2.144233
1099,3.447838
1100,2.9330919
1101,2.9230742
1102,3.5718186
1103,3.5456333
1104,4.0146437
1105,2.2701523
1106,3.4328852
1107,3.6080043
1108,3.1903505
1109,3.2951055
1110,4.002145
1111,2.667745
1112,3.46568
1113,3.0424933
1114,3.8671813
1115,4.2285314
1116,2.1748488
1117,2.7178595
1118,3.2233906
1119,3.590234
1120,3.9616945
1121,3.5558074
1122,3.932541
1123,1.9169866
1124,3.5000508
1125,4.1334796
1126,4.58178
1127,3.2059877
1128,3.6236513
1129,3.6952605
1130,4.4240317
1131,4.1690707
1132,2.7150593
1133,4.093803
1134,3.9160554
1135,3.5720658
1136,2.6726637
1137,4.3723226
1138,2.0149415
1139,2.566407
1140,3.5608401
1141,3.2701802
1142,3.0155704
1143,4.232779
1144,3.3244467
1145,2.9476814
1146,3.5326502
1147,3.1333408
1148,2.472639
1149,3.5399835
1150,4.109509
1151,2.93833
1152,3.0585263
1153,3.0295365
1154,3.979039
1155,1.5276945
1156,2.9073138
1157,3.467365
1158,3.146588
1159,2.8774474
1160,2.610463
1161,3.6630445
1162,2.9884262
1163,4.0315585
1164,3.562973
1165,4.0769854
1166,1.9649978
1167,3.9736836
1168,3.4811227
1169,2.766101
1170,2.451622
1171,4.4825144
1172,2.6474552
1173,1.915522
1174,3.5714138
1175,4.9380054
1176,2.380006
1177,3.9489393
1178,4.0809507
1179,3.9688447
1180,4.1591206
1181,3.774802
1182,4.1269274
1183,2.8254588
1184,3.3495014
1185,3.1741135
1186,3.6570158
1187,3.4901838
1188,2.8438106
1189,3.6986732
1190,2.9724479
1191,2.8719633
1192,4.104893
1193,3.0755565
1194,3.9123523
1195,3.1658947
1196,3.351886
1197,3.8083515
1198,3.188358
1199,3.6375265
1200,1.9450637
1201,3.8639152
1202,3.5874767
1203,4.2247057
1204,4.735622
1205,3.603783
1206,3.2577808
1207,1.6512119
1208,3.4087615
1209,4.2529016
1210,3.650792
1211,4.048499
1212,4.4170017
1213,1.9241859
1214,0.94407004
1215,4.608562
1216,2.852923
1217,4.3012414
1218,3.2435398
1219,2.9836788
1220,3.2473702
1221,3.7740996
1222,2.731527
1223,4.1862564
1224,4.730431
1225,3.01153
1226,4.0318627
1227,3.7315376
1228,3.422545
1229,5.019689
1230,3.979869
1231,1.5197405
1232,4.5352283
1233,2.868876
1234,4.223847
1235,3.8402624
1236,2.4317467
1237,2.8135414
1238,3.2549033
1239,3.4706645
1240,4.5673146
1241,2.4131668
1242,3.3428507
1243,3.629882
1244,4.3122277
1245,2.6426065
1246,3.984509
1247,4.3818746
1248,4.120974
1249,3.8745072
1250,3.0410857
1251,4.7925434
1252,4.3951263
1253,3.9321568
1254,3.0661151
1255,4.671187
1256,2.935079
1257,3.3384964
1258,3.1086497
1259,3.8438256
1260,3.5691493
1261,3.9909027
1262,3.5636876
1263,4.1225414
1264,4.2014594
1265,3.4759648
1266,3.3532732
1267,3.2397978
1268,4.1028113
1269,3.6420727
1270,4.5988646
1271,2.470607
1272,3.306226
1273,1.9957998
1274,2.717708
1275,2.956361
1276,4.100846
1277,3.7007618
1278,4.1910553
1279,3.5958598
1280,4.39765
1281,2.9372032
1282,1.0203424
1283,3.4593148
1284,3.614407
1285,4.6811543
1286,4.297687
1287,2.6567023
1288,3.457392
1289,4.3372383
1290,3.7029755
1291,2.9505668
1292,3.9081337
1293,3.9092007
1294,3.9306357
1295,2.3485825
1296,3.6252427
1297,2.6682801
1298,2.0577252
1299,2.5841582
1300,4.039307
1301,2.829928
1302,4.2729483
1303,1.7604389
1304,4.1313367
1305,4.4275346
1306,4.516632
1307,3.568426
1308,2.7649224
1309,3.3438125
1310,4.1769857
1311,2.119998
1312,4.438815
1313,2.658814
1314,2.4448724
1315,3.673276
1316,4.5025897
1317,3.3291793
1318,3.3546848
1319,2.3681185
1320,3.8979743
1321,2.9736748
1322,4.471561
1323,3.518152
1324,2.175342
1325,3.6053421
1326,4.975945
1327,2.683
1328,3.1920543
1329,3.9086423
1330,4.576737
1331,2.209126
1332,4.026292
1333,3.4263916
1334,3.1163785
1335,3.503709
1336,2.9673326
1337,3.2600722
1338,2.9163747
1339,2.7600172
1340,1.5718242
1341,2.6736772
1342,2.4345005
1343,2.745148
1344,3.7321665
1345,4.8356376
1346,3.5986993
1347,4.8193736
1348,2.7955143
1349,1.3204371
1350,3.4598558
1351,2.357007
1352,4.6685824
1353,1.2655882
1354,4.5162907
1355,3.5733023
1356,3.4309125
1357,4.172517
1358,3.374006
1359,5.015851
1360,4.488105
1361,2.5941281
1362,4.1079707
1363,3.4329116
1364,3.0593386
1365,3.4133325
1366,1.6436005
1367,4.4897847
1368,3.8865294
1369,3.7378871
1370,3.4145887
1371,4.238889
1372,4.269345
1373,3.9108074
1374,2.9569013
1375,3.8191676
1376,2.851773
1377,3.6944458
1378,4.223306
1379,3.4328368
1380,3.1661508
1381,3.1757133
1382,3.4148974
1383,1.5651174
1384,3.747013
1385,3.714598
1386,3.83322
1387,3.3290164
1388,3.284076
1389,4.3365073
1390,1.9277142
1391,4.1743865
1392,3.1960928
1393,3.7184908
1394,3.2695825
1395,3.1341102
1396,2.0900695
1397,4.380057
1398,4.0825243
1399,3.3333564
1400,2.828582
1401,2.8856468
1402,3.018992
1403,3.5294638
1404,3.6660814
1405,3.274947
1406,2.6478863
1407,3.6600199
1408,4.4125557
1409,2.6443653
1410,3.0558524
1411,2.9403276
1412,3.643947
1413,3.2626386
1414,3.2870815
1415,3.257869
1416,2.6551847
1417,2.0158427
1418,3.6182723
1419,2.483432
1420,3.0596888
1421,3.094369
1422,2.396191
1423,3.6361678
1424,2.5812273
1425,3.2805648
1426,3.3032463
1427,3.6380394
1428,3.5017085
1429,2.5274143
1430,3.6398716
1431,4.2523794
1432,3.6163576
1433,3.3759613
1434,3.695328
1435,3.5070345
1436,3.5864577
1437,3.1016107
1438,4.3669214
1439,3.3384767
1440,3.1560013
1441,3.2995028
1442,3.6492555
1443,3.86927
1444,3.3191485
1445,4.3914585
1446,4.1751237
1447,3.8588436
1448,3.6711833
1449,3.9848757
1450,3.8468876
1451,3.9438071
1452,3.7211995
1453,2.6540294
1454,2.8066094
1455,4.012174
1456,1.8501086
1457,4.1707745
1458,3.8345206
1459,2.5060408
1460,3.612247
1461,4.110487
1462,3.2200816
1463,3.8920093
1464,4.240702
1465,3.2102926
1466,4.668851
1467,2.7380934
1468,4.415683
1469,2.1443067
1470,3.3534424
1471,3.8362129
1472,4.7843857
1473,3.9169872
1474,3.8611345
1475,3.388087
1476,2.7991958
1477,3.6077077
1478,3.2420685
1479,4.0779543
1480,4.695137
1481,2.375137
1482,2.2254055
1483,3.9156725
1484,2.135904
1485,1.9006788
1486,3.09233
1487,3.4511483
1488,4.803784
1489,2.4557385
1490,2.9508963
1491,1.6220806
1492,0.9794447
1493,3.3373516
1494,4.0231943
1495,3.6541955
1496,4.1440806
1497,3.0769916
1498,3.7699156
1499,3.455579
1500,3.8808815
1501,3.361185
1502,3.84897
1503,3.7881155
1504,3.565999
1505,4.0425453
1506,3.0574126
1507,0.4499356
1508,3.0745459
1509,3.239709
1510,3.059316
1511,5.278704
1512,3.9792047
1513,3.6991613
1514,3.0751145
1515,3.1998599
1516,4.205865
1517,3.5229936
1518,2.7559388
1519,2.327864
1520,4.0916705
1521,2.8302343
1522,3.2529263
1523,4.0706463
1524,3.8659596
1525,4.5614886
1526,1.9640665
1527,5.065681
1528,3.7152703
1529,3.2265525
1530,4.012817
1531,3.449256
1532,4.680226
1533,2.3016024
1534,4.433146
1535,3.7538605
1536,3.9856262
1537,3.4986212
1538,4.443543
1539,4.0546784
1540,3.6470785
1541,3.8731704
1542,3.5346363
1543,3.137696
1544,3.3500192
1545,4.2862043
1546,4.2112556
1547,4.6965346
1548,4.106807
1549,2.9604118
1550,3.7337584
1551,3.4262788
1552,2.9121404
1553,4.332589
1554,2.7472687
1555,3.1497068
1556,3.0484097
1557,4.4309063
1558,3.341803
1559,3.7595973
1560,2.17726
1561,3.8793259
1562,3.8074064
1563,3.9545782
1564,4.29016
1565,3.6903203
1566,4.572714
1567,3.7799048
1568,3.1816776
1569,3.827599
1570,4.0106215
1571,0.4812866
1572,3.4282784
1573,3.4124339
1574,2.1440303
1575,3.9000976
1576,3.4410343
1577,3.4529326
1578,3.3346536
1579,4.021128
1580,3.2731388
1581,3.9719748
1582,2.8574612
1583,4.5755496
1584,3.071952
1585,3.6995943
1586,3.0990887
1587,4.101968
1588,3.9596038
1589,3.927829
1590,4.3521266
1591,4.256805
1592,4.7012935
1593,3.9040806
1594,2.4872458
1595,4.0924067
1596,3.4433002
1597,3.839259
1598,3.1959243
1599,3.1243086
1600,3.7132702
1601,3.8468406
1602,3.698636
1603,3.6982322
1604,3.4486508
1605,4.1766205
1606,3.2351983
1607,3.4130821
1608,2.728593
1609,2.7064567
1610,3.6206386
1611,2.0595274
1612,4.183936
1613,3.4248562
1614,4.1291943
1615,3.149339
1616,2.2813413
1617,2.472984
1618,2.6222782
1619,4.8169603
1620,3.9879463
1621,4.061308
1622,3.0961478
1623,3.7097125
1624,4.012331
1625,3.723852
1626,2.7888365
1627,3.4286504
1628,3.9400725
1629,3.2743404
1630,4.545213
1631,3.2096927
1632,3.4479017
1633,3.725823
1634,3.5664926
1635,4.6322713
1636,2.5721674
1637,2.0498245
1638,4.062607
1639,3.763178
1640,3.1933446
1641,3.6073973
1642,3.4378684
1643,3.6965067
1644,4.1784177
1645,3.7037241
1646,3.962057
1647,4.2729454
1648,4.3372393
1649,3.7287767
1650,3.3421206
1651,3.4145489
1652,3.8430815
1653,4.2983155
1654,3.465921
1655,3.9660852
1656,2.3247058
1657,3.9306154
1658,4.426964
1659,1.8702514
1660,3.4684005
1661,3.5696218
1662,3.3820336
1663,3.2566535
1664,3.3837082
1665,3.4579804
1666,3.463067
1667,1.1669986
1668,3.6790595
1669,2.2115498
1670,2.427162
1671,3.767586
1672,2.8955092
1673,4.3323936
1674,3.6010902
1675,2.437067
1676,2.9290862
1677,3.9299612
1678,4.160811
1679,3.3090532
1680,2.8292615
1681,2.6573062
1682,2.6105034
1683,3.409408
1684,3.5657568
1685,4.17286
1686,1.8580875
1687,3.2371914
1688,2.9988806
1689,2.3049963
1690,4.360647
1691,2.9433289
1692,3.566924
1693,2.6037638
1694,3.5829499
1695,3.8429186
1696,2.9304087
1697,2.9108882
1698,4.589629
1699,4.087423
1700,4.58883
1701,3.3445587
1702,4.34469
1703,2.7241092
1704,2.7219155
1705,4.5149174
1706,3.046418
1707,2.9941983
1708,2.6850455
1709,3.4749002
1710,3.2783742
1711,4.499034
1712,3.1456244
1713,3.4745228
1714,3.391585
1715,2.2637675
1716,4.2415543
1717,3.8698761
1718,1.807458
